emp_no,first_name,last_name,title,from_date,to_date
299346,Fumitake,Sichman,Senior Staff,2/21/1991,1/1/9999
298577,Florina,Litecky,Staff,12/2/1985,1/1/9999
298577,Florina,Litecky,Senior Staff,12/2/1985,1/1/9999
298953,Zita,Syang,Staff,12/29/1998,1/1/9999
299580,Luisa,Itzfeldt,Engineer,1/23/1997,1/1/9999
400683,Kamakshi,Manders,Staff,8/5/1995,1/1/9999
299718,Denny,Shobatake,Staff,6/22/1997,1/1/9999
299718,Denny,Shobatake,Senior Staff,6/22/1997,1/1/9999
299737,Patricio,Itzfeldt,Staff,5/21/1985,1/1/9999
299737,Patricio,Itzfeldt,Senior Staff,5/21/1985,1/1/9999
400046,Hilari,Christ,Senior Staff,10/7/1996,1/1/9999
400046,Hilari,Christ,Senior Staff,1/19/1991,10/7/1996
400344,Yishai,Sessa,Engineer,8/21/1996,9/30/2000
400358,Angus,Jullig,Senior Engineer,4/13/1989,1/1/9999
400358,Angus,Jullig,Engineer,4/13/1989,1/1/9999
400780,Poornachandra,Asser,Engineer,11/7/1993,1/1/9999
401154,Danae,Kragelund,Staff,5/20/1987,1/1/9999
400796,Bodo,Halevi,Engineer,5/30/1996,1/1/9999
401154,Danae,Kragelund,Senior Staff,5/20/1987,1/1/9999
401420,Florian,Uhrig,Senior Staff,1/31/1987,1/1/9999
401278,Oguz,Schurmann,Engineer,11/11/1986,1/1/9999
401278,Oguz,Schurmann,Assistant Engineer,11/11/1986,1/1/9999
401333,Martins,Shokrollahi,Senior Engineer,11/4/1986,1/1/9999
401333,Martins,Shokrollahi,Engineer,11/4/1986,1/1/9999
402025,Shigehito,Duclos,Senior Engineer,9/20/1987,1/1/9999
401364,Pranay,Kambil,Senior Staff,7/30/1999,4/6/2002
401574,Yannik,Falco,Technique Leader,1/15/1988,1/1/9999
402025,Shigehito,Duclos,Engineer,9/20/1987,1/1/9999
402102,Kersti,Granlund,Engineer,3/19/1995,1/1/9999
402223,Fai,Breugel,Staff,2/27/1995,10/8/1999
402718,Jeanna,Rettelbach,Senior Engineer,2/14/1990,1/1/9999
402718,Jeanna,Rettelbach,Engineer,2/14/1990,1/1/9999
402827,Weidon,Pollacia,Staff,2/27/1988,3/24/2002
402664,Subhada,Janetzko,Senior Engineer,1/25/1987,1/1/9999
402827,Weidon,Pollacia,Senior Staff,2/27/1988,3/24/2002
402827,Weidon,Pollacia,Staff,3/24/2002,1/1/9999
402827,Weidon,Pollacia,Senior Staff,3/24/2002,1/1/9999
403010,Toshimitsu,Sluis,Senior Engineer,2/18/1985,1/1/9999
403621,Deborah,Kaminger,Staff,6/4/1988,1/1/9999
403237,Muneo,Gunderson,Senior Engineer,12/8/1985,9/19/1993
403237,Muneo,Gunderson,Engineer,12/8/1985,9/19/1993
403455,Marko,Velardi,Senior Engineer,11/22/1992,8/27/2001
403455,Marko,Velardi,Engineer,11/22/1992,8/27/2001
403621,Deborah,Kaminger,Senior Staff,6/4/1988,1/1/9999
403644,Krisda,Hainaut,Staff,7/8/1995,1/1/9999
403644,Krisda,Hainaut,Senior Staff,7/8/1995,1/1/9999
403954,Jeanna,Bratten,Senior Engineer,7/26/1990,1/1/9999
403954,Jeanna,Bratten,Engineer,7/26/1990,1/1/9999
404018,Valery,Babb,Senior Engineer,10/19/1998,1/1/9999
404573,Eberhardt,Spelt,Staff,7/5/1997,1/1/9999
404236,Zengping,Kakkar,Senior Engineer,7/22/1988,1/1/9999
404236,Zengping,Kakkar,Engineer,7/22/1988,1/1/9999
404462,Anestis,Setlzner,Senior Engineer,7/13/1985,1/1/9999
404462,Anestis,Setlzner,Engineer,7/13/1985,1/1/9999
404879,Jeanne,Kaminger,Engineer,7/21/1987,4/21/1991
404755,Manu,Junet,Staff,4/20/1991,1/1/9999
404755,Manu,Junet,Senior Staff,4/20/1991,1/1/9999
404788,Basem,Beausoleil,Engineer,3/16/1998,1/1/9999
406249,Naraig,Snyers,Senior Engineer,12/3/1986,5/19/1992
405015,Morris,Fargier,Staff,6/29/1988,1/1/9999
405015,Morris,Fargier,Senior Staff,6/29/1988,1/1/9999
405063,Yechezkel,Yurov,Senior Engineer,11/16/2001,1/1/9999
405063,Yechezkel,Yurov,Senior Engineer,11/30/1998,11/16/2001
405372,Masami,Merro,Staff,9/23/1988,8/31/1999
405372,Masami,Merro,Senior Staff,9/23/1988,8/31/1999
406125,Georgi,Portugali,Technique Leader,9/27/1987,1/1/9999
406299,Kitty,Kolvik,Engineer,10/7/1991,4/29/1995
406537,Martien,Ranum,Senior Engineer,3/15/1993,5/18/1999
406239,Marek,Tomescu,Senior Engineer,5/15/1995,1/1/9999
406239,Marek,Tomescu,Engineer,5/15/1995,1/1/9999
406564,Parviz,Picco,Engineer,4/16/1995,1/1/9999
406847,Alexius,Crouzet,Staff,10/5/1999,1/1/9999
406714,Malu,Ossenbruggen,Staff,11/21/1986,1/1/9999
406714,Malu,Ossenbruggen,Senior Staff,11/21/1986,1/1/9999
408019,Shridhar,Chleq,Senior Engineer,3/22/1986,1/1/9999
407522,Tommaso,Raczkowsky,Staff,8/29/1996,1/1/9999
407837,Fei,Erez,Senior Engineer,10/15/1986,4/2/1988
407837,Fei,Erez,Engineer,10/15/1986,4/2/1988
407837,Fei,Erez,Senior Engineer,4/2/1988,1/1/9999
407837,Fei,Erez,Engineer,4/2/1988,1/1/9999
408019,Shridhar,Chleq,Engineer,3/22/1986,1/1/9999
408019,Shridhar,Chleq,Assistant Engineer,3/22/1986,1/1/9999
408114,Geoffrey,Ladret,Engineer,1/3/1994,1/1/9999
408163,Irene,Sethi,Senior Engineer,8/12/2000,1/1/9999
408163,Irene,Sethi,Senior Engineer,9/6/1996,8/12/2000
408654,Yongqiao,Cochrane,Staff,10/27/1986,1/1/9999
408417,Tsz,Daescu,Staff,1/29/1994,9/28/1994
408417,Tsz,Daescu,Staff,9/28/1994,1/1/9999
408435,Bikash,Vilarrasa,Staff,3/26/1999,12/29/2000
408437,Uno,Solares,Staff,9/22/1994,1/1/9999
408437,Uno,Solares,Senior Staff,9/22/1994,1/1/9999
408447,Mayuri,Werthner,Staff,8/19/1990,2/20/2001
408447,Mayuri,Werthner,Senior Staff,8/19/1990,2/20/2001
408447,Mayuri,Werthner,Staff,2/20/2001,1/1/9999
408447,Mayuri,Werthner,Senior Staff,2/20/2001,1/1/9999
408654,Yongqiao,Cochrane,Senior Staff,10/27/1986,1/1/9999
408953,Jolita,Claffy,Senior Engineer,12/24/1993,1/1/9999
409798,Dekang,Tsunoo,Technique Leader,1/19/1995,1/1/9999
409112,Sahrah,Mitchem,Staff,3/28/1991,5/18/2002
409112,Sahrah,Mitchem,Senior Staff,3/28/1991,5/18/2002
409391,Willard,Verspoor,Engineer,2/28/1999,1/1/9999
409712,Etsuo,Andreotta,Senior Engineer,3/28/1992,6/23/2000
409712,Etsuo,Andreotta,Engineer,3/28/1992,6/23/2000
409805,Frazer,Candan,Senior Engineer,3/5/1999,1/1/9999
409898,Divier,Ishibashi,Senior Engineer,9/22/1989,1/1/9999
409898,Divier,Ishibashi,Engineer,9/22/1989,1/1/9999
410372,Duri,Mitina,Senior Engineer,3/4/1990,1/1/9999
410372,Duri,Mitina,Engineer,3/4/1990,1/1/9999
410433,Kazuhisa,Riesenhuber,Senior Engineer,10/6/1992,1/1/9999
410028,Xiadong,McClurg,Staff,9/17/1985,1/1/9999
410028,Xiadong,McClurg,Senior Staff,9/17/1985,1/1/9999
410703,Kitty,Halloran,Staff,11/20/1997,1/18/2002
410804,Ronnie,Denos,Senior Engineer,6/8/1992,1/1/9999
410592,Tonia,Shigei,Staff,3/13/1993,1/12/1997
410616,Gudjon,Kalorkoti,Senior Engineer,4/14/1994,1/1/9999
410616,Gudjon,Kalorkoti,Engineer,4/14/1994,1/1/9999
410804,Ronnie,Denos,Engineer,6/8/1992,1/1/9999
410881,Koichi,Grabner,Senior Engineer,4/24/1990,4/5/2000
410881,Koichi,Grabner,Senior Engineer,4/5/2000,1/1/9999
411070,Otmar,Brandsma,Senior Engineer,5/28/1987,1/1/9999
411070,Otmar,Brandsma,Engineer,5/28/1987,1/1/9999
411082,Martine,Cangellaris,Senior Engineer,4/28/1992,1/1/9999
411082,Martine,Cangellaris,Engineer,4/28/1992,1/1/9999
411143,Goncalo,Barbanera,Senior Staff,9/1/1996,1/1/9999
411727,Weiwu,Lamma,Staff,11/5/1997,11/26/2000
412315,Geoff,Peck,Staff,1/8/1999,3/26/1999
411906,Anneli,Pappas,Engineer,7/4/1998,9/19/1998
412757,Leen,Peak,Engineer,11/20/1999,1/1/9999
412404,Mitsuyuki,Jeansoulin,Senior Engineer,10/28/1999,1/1/9999
413205,Mototsugu,Prampolini,Senior Staff,6/12/1988,1/1/9999
413098,Hsiangchu,Taubenfeld,Staff,4/17/1993,1/1/9999
413098,Hsiangchu,Taubenfeld,Senior Staff,4/17/1993,1/1/9999
413554,Elvia,Schwartzburd,Engineer,10/16/1991,8/25/1995
413831,Mohamadou,Grabner,Staff,11/25/1991,1/1/9999
413666,Remco,Duclos,Staff,4/18/1988,1/1/9999
413666,Remco,Duclos,Senior Staff,4/18/1988,1/1/9999
413729,Harjit,Ernst,Technique Leader,4/26/1992,1/1/9999
413831,Mohamadou,Grabner,Senior Staff,11/25/1991,1/1/9999
413832,Marco,Jahnichen,Senior Staff,3/28/1995,1/1/9999
414091,Wuxu,Kuhnemann,Engineer,8/19/1997,1/1/9999
414461,Somnath,Bierbaum,Senior Staff,12/5/1996,12/22/2000
414027,Tadanori,Msuda,Senior Engineer,11/6/1988,2/20/1993
414027,Tadanori,Msuda,Engineer,11/6/1988,2/20/1993
414027,Tadanori,Msuda,Senior Engineer,2/20/1993,1/1/9999
414027,Tadanori,Msuda,Engineer,2/20/1993,1/1/9999
414543,Bernd,Anick,Senior Engineer,11/19/1988,1/1/9999
414551,Elliott,Copas,Senior Engineer,9/13/1994,1/1/9999
414551,Elliott,Copas,Engineer,9/13/1994,1/1/9999
414808,Aris,Sambasivam,Senior Engineer,2/21/1988,5/20/1998
414662,Ipke,Schneeberger,Senior Engineer,9/20/1985,1/1/9999
414662,Ipke,Schneeberger,Engineer,9/20/1985,1/1/9999
414714,Chinho,Delgrande,Senior Staff,11/7/1996,1/1/9999
414808,Aris,Sambasivam,Engineer,2/21/1988,5/20/1998
414814,Dayanand,Wielonsky,Staff,2/28/1999,1/1/9999
414814,Dayanand,Wielonsky,Staff,2/15/1999,2/28/1999
414897,Juyoung,Willoner,Staff,11/3/1989,1/1/9999
414922,Prasadram,Piazza,Senior Engineer,6/5/1987,11/4/1997
414922,Prasadram,Piazza,Engineer,6/5/1987,11/4/1997
414897,Juyoung,Willoner,Senior Staff,11/3/1989,1/1/9999
415338,Shigeo,Emmart,Assistant Engineer,12/24/1995,1/1/9999
415187,Juyoung,Peltason,Assistant Engineer,9/1/1998,1/1/9999
415234,Ewing,Baak,Engineer,10/5/1993,10/19/1993
415363,Conal,Shackell,Staff,2/23/1995,1/1/9999
415363,Conal,Shackell,Senior Staff,2/23/1995,1/1/9999
415363,Conal,Shackell,Staff,1/25/1986,2/23/1995
415363,Conal,Shackell,Senior Staff,1/25/1986,2/23/1995
416492,Kannan,Meriste,Senior Engineer,8/12/1992,1/1/9999
415563,Mrinalini,Bierbaum,Senior Engineer,3/12/1986,1/1/9999
415563,Mrinalini,Bierbaum,Engineer,3/12/1986,1/1/9999
416074,Alain,Lieberherr,Senior Engineer,5/11/1987,1/1/9999
416074,Alain,Lieberherr,Engineer,5/11/1987,1/1/9999
416383,Nectarios,Itschner,Senior Engineer,3/2/1990,1/1/9999
416383,Nectarios,Itschner,Engineer,3/2/1990,1/1/9999
416877,Gio,Orsini,Staff,12/7/1988,1/1/9999
416420,Adamantios,Heemskerk,Senior Staff,8/8/1986,1/1/9999
416455,Laurentiu,Morton,Engineer,12/21/1998,12/23/1999
416660,Nathalie,Luke,Senior Engineer,9/16/1987,1/1/9999
416660,Nathalie,Luke,Engineer,9/16/1987,1/1/9999
416660,Nathalie,Luke,Assistant Engineer,9/16/1987,1/1/9999
416720,Tokuyasu,Xiaoshan,Senior Engineer,9/19/1991,1/1/9999
416720,Tokuyasu,Xiaoshan,Engineer,9/19/1991,1/1/9999
416877,Gio,Orsini,Senior Staff,12/7/1988,1/1/9999
416892,Shooichi,Vandervoorde,Engineer,8/16/1996,1/1/9999
417128,Valeska,Rosenbaum,Senior Engineer,5/18/1994,1/13/1997
417435,Bouchung,Zaumen,Senior Staff,1/29/1999,1/1/9999
418380,Kazuhiko,Gornas,Senior Engineer,5/20/1993,1/1/9999
418239,Josyula,Motley,Senior Engineer,3/26/1996,1/1/9999
418239,Josyula,Motley,Senior Engineer,9/5/1992,3/26/1996
418247,Oscar,Oppitz,Staff,7/27/2002,1/1/9999
418247,Oscar,Oppitz,Senior Staff,7/27/2002,1/1/9999
418247,Oscar,Oppitz,Staff,6/30/1995,7/27/2002
418247,Oscar,Oppitz,Senior Staff,6/30/1995,7/27/2002
418298,Arvin,Pusterhofer,Senior Engineer,3/2/1995,1/1/9999
418298,Arvin,Pusterhofer,Engineer,3/2/1995,1/1/9999
418309,Danel,Petereit,Senior Engineer,2/21/1985,1/1/9999
418309,Danel,Petereit,Engineer,2/21/1985,1/1/9999
418606,Michaela,Otillio,Engineer,1/5/1994,1/1/9999
418689,Gino,Uehara,Senior Staff,2/17/1988,4/9/1991
418566,Kazuhide,Snedden,Senior Engineer,6/14/1996,1/1/9999
418717,Arunachalam,Magliocco,Staff,12/23/1987,1/1/9999
418717,Arunachalam,Magliocco,Senior Staff,12/23/1987,1/1/9999
419953,Ung,Orlowski,Staff,7/22/1991,1/1/9999
418860,Ymte,Dalton,Staff,11/22/1992,1/1/9999
418860,Ymte,Dalton,Senior Staff,11/22/1992,1/1/9999
419099,Heon,Broomell,Staff,5/6/1998,1/1/9999
419388,Nikolaos,Bamford,Senior Engineer,2/25/1986,9/23/1997
419388,Nikolaos,Bamford,Engineer,2/25/1986,9/23/1997
419953,Ung,Orlowski,Senior Staff,7/22/1991,1/1/9999
420476,Mariangiola,Bolsens,Staff,6/15/1985,1/1/9999
420086,Susuma,Kitsuregawa,Senior Engineer,5/28/1985,1/1/9999
420086,Susuma,Kitsuregawa,Engineer,5/28/1985,1/1/9999
420476,Mariangiola,Bolsens,Senior Staff,6/15/1985,1/1/9999
420557,Mabhin,Eastman,Staff,8/2/1989,1/1/9999
420599,Hidde,Riexinger,Senior Engineer,11/18/1986,8/20/1996
420599,Hidde,Riexinger,Engineer,11/18/1986,8/20/1996
420557,Mabhin,Eastman,Senior Staff,8/2/1989,1/1/9999
420732,Willard,Morrin,Staff,5/27/1996,1/1/9999
420681,Atilio,Rajala,Technique Leader,12/1/1999,7/27/2001
420694,Frazer,Barbanera,Staff,11/4/1986,1/1/9999
420694,Frazer,Barbanera,Senior Staff,11/4/1986,1/1/9999
420732,Willard,Morrin,Senior Staff,5/27/1996,1/1/9999
420759,Raimond,Solovay,Staff,10/3/1997,1/1/9999
420765,Shawna,Krider,Staff,3/9/1990,1/1/9999
420765,Shawna,Krider,Senior Staff,3/9/1990,1/1/9999
421022,Shigeaki,Butner,Senior Staff,7/13/1996,1/1/9999
420877,Khosrow,Erez,Staff,2/11/1990,1/1/9999
420877,Khosrow,Erez,Senior Staff,2/11/1990,1/1/9999
420921,Niranjan,Lamba,Staff,11/16/1997,10/10/1998
421033,Garnik,Randt,Staff,12/23/1989,1/1/9999
421033,Garnik,Randt,Senior Staff,12/23/1989,1/1/9999
421039,Aemilian,Zedlitz,Engineer,12/23/1988,7/16/1993
421074,Zhaofang,Falster,Staff,6/29/1994,1/1/9999
421074,Zhaofang,Falster,Senior Staff,6/29/1994,1/1/9999
421312,Mariangiola,Bashian,Engineer,9/18/1999,1/1/9999
421384,Renny,Bednarek,Staff,6/1/1987,1/1/9999
421384,Renny,Bednarek,Senior Staff,6/1/1987,1/1/9999
422146,Kenton,Miara,Engineer,3/13/2002,1/1/9999
421755,Shichao,Thiria,Senior Engineer,1/11/1989,1/1/9999
421755,Shichao,Thiria,Engineer,1/11/1989,1/1/9999
421755,Shichao,Thiria,Assistant Engineer,1/11/1989,1/1/9999
422263,Abdulah,Remmele,Staff,9/24/1992,7/21/1996
422146,Kenton,Miara,Engineer,5/14/1999,3/13/2002
422450,Junichi,Rubsam,Senior Engineer,10/30/1988,3/11/1994
422783,Jagoda,Uhrig,Engineer,9/1/1995,1/1/9999
423038,Takushi,Strehl,Senior Staff,10/4/1988,1/1/9999
423327,Constantijn,Lichtman,Staff,6/26/1994,1/1/9999
423204,Uma,Stranks,Staff,9/13/1991,1/1/9999
423204,Uma,Stranks,Senior Staff,9/13/1991,1/1/9999
423208,Joydip,Krone,Engineer,2/8/1995,1/1/9999
423214,Tsutomu,Tetzlaff,Staff,9/24/1987,1/1/9999
423214,Tsutomu,Tetzlaff,Senior Staff,9/24/1987,1/1/9999
423327,Constantijn,Lichtman,Senior Staff,6/26/1994,1/1/9999
423350,Heping,Monarch,Staff,4/15/1988,1/1/9999
423350,Heping,Monarch,Senior Staff,4/15/1988,1/1/9999
423633,Mariusz,Tokunaga,Senior Engineer,2/11/1985,1/1/9999
423516,Wojceich,Butterworth,Senior Engineer,11/16/1999,10/5/2001
423516,Wojceich,Butterworth,Senior Engineer,8/29/1996,11/16/1999
424714,Nathan,Vendrig,Engineer,8/20/1990,3/22/1997
423993,Seshu,Kolvik,Technique Leader,12/9/1988,1/1/9999
424569,Danco,Luff,Engineer,10/30/1997,1/1/9999
424584,Kagan,Dredge,Senior Engineer,2/26/1994,1/1/9999
424584,Kagan,Dredge,Engineer,2/26/1994,1/1/9999
424685,Changho,Veevers,Senior Staff,3/3/1997,1/1/9999
424797,Theron,Itschner,Staff,5/16/1985,1/1/9999
424845,Salvador,Peres,Staff,2/5/1996,11/17/1996
424845,Salvador,Peres,Staff,4/24/1995,2/5/1996
424797,Theron,Itschner,Senior Staff,5/16/1985,1/1/9999
424930,Xuejun,Reeker,Staff,11/18/1988,1/1/9999
424930,Xuejun,Reeker,Senior Staff,11/18/1988,1/1/9999
424805,Jacqueline,Zallocco,Staff,12/17/1987,1/1/9999
424805,Jacqueline,Zallocco,Senior Staff,12/17/1987,1/1/9999
425875,Jahangir,Kroft,Staff,6/11/1990,1/1/9999
424984,Vasilis,Waleschkowski,Engineer,5/26/1996,1/1/9999
425437,Moni,Staudhammer,Engineer,3/23/1999,1/1/9999
425535,Alagu,Vieri,Staff,8/23/1986,1/1/9999
425535,Alagu,Vieri,Senior Staff,8/23/1986,1/1/9999
425540,Paddy,Zumaque,Senior Staff,11/12/1995,1/1/9999
425757,Yongdong,Jiang,Senior Staff,1/31/1995,1/1/9999
425757,Yongdong,Jiang,Senior Staff,10/13/1990,1/31/1995
425780,Paris,Range,Senior Staff,10/25/1989,1/1/9999
425780,Paris,Range,Staff,10/25/1989,1/1/9999
425830,Guther,Conia,Engineer,2/13/1999,1/1/9999
425875,Jahangir,Kroft,Senior Staff,6/11/1990,1/1/9999
426706,Karsten,Kawashima,Senior Engineer,3/15/1994,1/1/9999
426153,Shahaf,Luce,Senior Staff,4/6/1999,1/1/9999
426168,Kaijung,Mateescu,Staff,11/18/1987,1/1/9999
426168,Kaijung,Mateescu,Senior Staff,11/18/1987,1/1/9999
426228,Supot,Badache,Engineer,8/17/1996,1/1/9999
426235,Danco,Rajala,Staff,3/29/1991,1/1/9999
426235,Danco,Rajala,Senior Staff,3/29/1991,1/1/9999
426611,Serap,Bahi,Engineer,5/15/1986,5/4/1990
426644,Zejun,Broomell,Senior Engineer,1/19/1995,1/1/9999
426644,Zejun,Broomell,Engineer,1/19/1995,1/1/9999
426706,Karsten,Kawashima,Engineer,3/15/1994,1/1/9999
426795,Huican,Lunn,Staff,7/23/1986,1/1/9999
426683,Xudong,Muntz,Engineer,3/8/1991,4/2/1996
426795,Huican,Lunn,Senior Staff,7/23/1986,1/1/9999
426818,Gaurav,Fendler,Staff,2/15/1992,1/1/9999
426818,Gaurav,Fendler,Senior Staff,2/15/1992,1/1/9999
426819,Sandeepan,Kulisch,Engineer,5/16/1997,1/1/9999
426824,Gopalakrishnan,Mawatari,Staff,10/29/1988,12/7/1997
426824,Gopalakrishnan,Mawatari,Senior Staff,10/29/1988,12/7/1997
426824,Gopalakrishnan,Mawatari,Staff,12/7/1997,1/1/9999
426824,Gopalakrishnan,Mawatari,Senior Staff,12/7/1997,1/1/9999
427313,Utpal,Kemmerer,Staff,12/4/1986,1/1/9999
426958,Weijing,Viele,Senior Engineer,10/3/1985,1/1/9999
426958,Weijing,Viele,Engineer,10/3/1985,1/1/9999
427313,Utpal,Kemmerer,Senior Staff,12/4/1986,1/1/9999
427320,Mamdouh,Ramamoorthy,Senior Engineer,1/13/2000,1/1/9999
427332,Feiyu,Hemaspaandra,Staff,6/4/1995,1/1/9999
427571,Torsten,Ranta,Senior Engineer,12/11/1987,7/3/1995
427571,Torsten,Ranta,Engineer,12/11/1987,7/3/1995
427571,Torsten,Ranta,Senior Engineer,7/3/1995,1/1/9999
427571,Torsten,Ranta,Engineer,7/3/1995,1/1/9999
427659,Mariusz,Ritcey,Engineer,3/16/1987,7/1/1991
427776,Jaques,Navazio,Staff,4/4/1989,1/1/9999
427776,Jaques,Navazio,Senior Staff,4/4/1989,1/1/9999
427805,Haldun,Compeau,Senior Staff,10/15/1997,1/1/9999
428082,Ronghao,Alpin,Staff,9/11/1991,1/1/9999
427823,Jaques,Gecsei,Staff,7/13/1999,1/1/9999
427852,Adil,Kieras,Senior Engineer,7/20/1992,1/1/9999
428082,Ronghao,Alpin,Senior Staff,9/11/1991,1/1/9999
428160,Jamaludin,Kalorkoti,Staff,9/6/1998,1/1/9999
428160,Jamaludin,Kalorkoti,Senior Staff,9/6/1998,1/1/9999
428294,Nimmagadda,Kusakari,Engineer,1/23/1994,5/14/1998
428294,Nimmagadda,Kusakari,Engineer,9/29/1992,1/23/1994
428160,Jamaludin,Kalorkoti,Staff,7/14/1993,9/6/1998
428160,Jamaludin,Kalorkoti,Senior Staff,7/14/1993,9/6/1998
428195,Hatsukazu,Rosca,Staff,10/13/1986,8/2/1993
428195,Hatsukazu,Rosca,Senior Staff,10/13/1986,8/2/1993
428195,Hatsukazu,Rosca,Staff,8/2/1993,1/1/9999
428195,Hatsukazu,Rosca,Senior Staff,8/2/1993,1/1/9999
428219,Ghassan,Androutsos,Staff,12/26/1987,1/1/9999
428219,Ghassan,Androutsos,Senior Staff,12/26/1987,1/1/9999
428235,Chenyi,Demian,Senior Engineer,8/29/1991,3/18/2000
428235,Chenyi,Demian,Senior Engineer,6/29/1988,8/29/1991
428917,Theron,Billawala,Senior Engineer,2/17/1989,1/1/9999
428917,Theron,Billawala,Engineer,2/17/1989,1/1/9999
428917,Theron,Billawala,Assistant Engineer,2/17/1989,1/1/9999
429231,Kazuyasu,Schmiedel,Staff,9/7/1985,1/1/9999
429040,Bader,Detkin,Staff,10/24/1993,7/31/1999
429087,Hugh,Senzako,Technique Leader,10/15/1992,1/1/9999
429231,Kazuyasu,Schmiedel,Senior Staff,9/7/1985,1/1/9999
429238,Mona,Luck,Senior Staff,5/11/1989,1/1/9999
429249,Alassane,Wolniewicz,Senior Engineer,10/6/1986,11/9/1993
429249,Alassane,Wolniewicz,Engineer,10/6/1986,11/9/1993
429249,Alassane,Wolniewicz,Senior Engineer,11/9/1993,1/1/9999
429249,Alassane,Wolniewicz,Engineer,11/9/1993,1/1/9999
429419,Adas,Chinen,Staff,1/4/1993,5/15/2002
429316,Seshu,Hiraishi,Staff,8/10/1994,1/1/9999
429316,Seshu,Hiraishi,Senior Staff,8/10/1994,1/1/9999
429419,Adas,Chinen,Senior Staff,1/4/1993,5/15/2002
429481,Subhada,Emmerich,Engineer,3/6/1996,1/1/9999
429381,Limsoon,Roohalamini,Staff,11/26/1986,1/1/9999
429381,Limsoon,Roohalamini,Senior Staff,11/26/1986,1/1/9999
429520,Yongqiao,Francisci,Engineer,12/1/1999,1/1/9999
429532,Bartek,Vendrig,Staff,6/6/1992,1/1/9999
429532,Bartek,Vendrig,Senior Staff,6/6/1992,1/1/9999
429553,Tadanori,Fujisawa,Technique Leader,8/7/1999,7/4/2000
429532,Bartek,Vendrig,Staff,11/12/1991,6/6/1992
429569,Fumiya,Chappelet,Engineer,9/3/1992,1/1/9999
429569,Fumiya,Chappelet,Assistant Engineer,9/3/1992,1/1/9999
429532,Bartek,Vendrig,Senior Staff,11/12/1991,6/6/1992
429703,Ung,Honglei,Staff,9/2/1986,1/1/9999
429703,Ung,Honglei,Senior Staff,9/2/1986,1/1/9999
429756,Jiann,Hofmeyr,Staff,2/3/1992,10/23/1997
430054,Erzsebet,Setiz,Senior Engineer,6/10/1993,1/1/9999
429899,Ranan,Marsiglia,Staff,8/13/1999,1/1/9999
429954,Renny,Gladwell,Staff,2/27/1999,1/1/9999
430054,Erzsebet,Setiz,Engineer,6/10/1993,1/1/9999
430558,Xiong,Roisin,Senior Engineer,3/1/1988,1/1/9999
430558,Xiong,Roisin,Engineer,3/1/1988,1/1/9999
430593,Janalee,Lanzelotte,Senior Staff,12/1/1997,1/1/9999
430631,Kersti,Marsiglia,Engineer,2/19/1994,1/1/9999
430891,Khalil,Gien,Senior Engineer,8/6/1991,1/1/9999
430981,Amabile,Koyama,Staff,7/25/1985,5/14/1993
430981,Amabile,Koyama,Senior Staff,7/25/1985,5/14/1993
431759,Alassane,Ramsay,Engineer,11/21/1987,4/12/1989
431353,Bedir,Reeken,Senior Staff,2/17/1991,10/25/1998
431576,Masamitsu,Back,Staff,3/25/1987,4/12/1993
431576,Masamitsu,Back,Senior Staff,3/25/1987,4/12/1993
431576,Masamitsu,Back,Staff,4/12/1993,1/1/9999
431576,Masamitsu,Back,Senior Staff,4/12/1993,1/1/9999
431657,Visit,Thiran,Senior Engineer,11/14/1986,1/1/9999
431657,Visit,Thiran,Engineer,11/14/1986,1/1/9999
431759,Alassane,Ramsay,Engineer,11/5/1987,11/21/1987
432031,Adamantios,Matzat,Staff,3/1/1987,1/1/9999
431882,Hideo,Varman,Engineer,6/19/1997,1/1/9999
431887,Poorav,Ranst,Senior Engineer,6/1/1996,1/1/9999
432031,Adamantios,Matzat,Senior Staff,3/1/1987,1/1/9999
432034,Arfst,Uehara,Senior Staff,7/10/1994,1/1/9999
432034,Arfst,Uehara,Senior Staff,11/15/1993,7/10/1994
432089,Irena,Gulla,Senior Engineer,12/30/1989,1/11/2002
432257,Kwangjo,Hiltgen,Engineer,12/22/1998,1/1/9999
432121,Alair,Straney,Staff,11/15/1986,1/1/9999
432121,Alair,Straney,Senior Staff,11/15/1986,1/1/9999
432261,Arve,Bergere,Senior Engineer,7/28/1987,1/1/9999
432261,Arve,Bergere,Engineer,7/28/1987,1/1/9999
432523,Takahiro,Maquelin,Engineer,7/21/1997,1/1/9999
432399,Nitsan,Nollmann,Senior Engineer,9/10/1990,9/29/1993
432399,Nitsan,Nollmann,Engineer,9/10/1990,9/29/1993
432399,Nitsan,Nollmann,Senior Engineer,9/29/1993,1/1/9999
432399,Nitsan,Nollmann,Engineer,9/29/1993,1/1/9999
432890,Nalini,Perly,Senior Engineer,3/7/1999,1/15/2001
432665,Flemming,Driscoll,Senior Engineer,5/28/1994,1/1/9999
432665,Flemming,Driscoll,Engineer,5/28/1994,1/1/9999
432665,Flemming,Driscoll,Senior Engineer,6/28/1991,5/28/1994
432665,Flemming,Driscoll,Engineer,6/28/1991,5/28/1994
433157,Tomofumi,Serna,Staff,10/23/1999,1/1/9999
432787,Toshiko,Ibel,Senior Engineer,11/23/1996,1/1/9999
432956,Qunsheng,Birrer,Staff,5/13/1986,1/1/9999
432956,Qunsheng,Birrer,Senior Staff,5/13/1986,1/1/9999
